country,region_id,region_name,month,cpi_all_items,inflation_mtm,inflation_yoy,cpi_g01,cpi_g02,cpi_g03,cpi_g04,cpi_g05,cpi_g06,cpi_g07,cpi_g08,cpi_g09,cpi_g10,cpi_g11,inflation_mtm_g01,inflation_mtm_g02,inflation_mtm_g03,inflation_mtm_g04,inflation_mtm_g05,inflation_mtm_g06,inflation_mtm_g07,inflation_mtm_g08,inflation_mtm_g09,inflation_mtm_g10,inflation_mtm_g11,inflation_yoy_g01,inflation_yoy_g02,inflation_yoy_g03,inflation_yoy_g04,inflation_yoy_g05,inflation_yoy_g06,inflation_yoy_g07,inflation_yoy_g08,inflation_yoy_g09,inflation_yoy_g10,inflation_yoy_g11
Indonesia,KAB KERINCI,KAB KERINCI,2024-01-01,106.65,1.48,4.47,108.58,107.5,97.84,110.12,100.01,111.5,99.63,98.8,101.96,106.4,106.31,3.32,0.02,0.46,0.12,0.0,-0.3,0.0,0.0,0.0,0.0,0.86,7.98,5.45,-3.49,6.06,3.18,0.42,-0.15,-4.49,1.96,3.48,3.64
Indonesia,KAB KERINCI,KAB KERINCI,2024-02-01,106.23,-0.39,3.51,107.36,107.58,97.76,110.16,100.3,112.65,99.63,98.8,101.96,106.4,106.16,-1.12,0.07,-0.08,0.04,0.29,1.03,0.0,0.0,0.0,0.0,-0.14,6.03,4.03,-3.6,5.65,1.19,1.16,0.6,-4.59,1.96,3.48,2.95
Indonesia,KAB KERINCI,KAB KERINCI,2024-03-01,107.73,1.41,5.47,110.52,108.64,98.1,110.16,100.66,112.65,99.09,98.8,101.96,106.4,106.72,2.94,0.99,0.35,0.0,0.36,0.0,-0.54,0.0,0.0,0.0,0.53,9.99,6.36,-3.24,6.23,2.42,1.22,-0.77,-4.49,1.15,3.44,4.04
Indonesia,KAB KERINCI,KAB KERINCI,2024-04-01,108.78,0.97,6.09,110.22,114.21,98.06,110.16,100.69,113.2,99.09,110.29,101.96,108.9,108.68,-0.27,5.13,-0.04,0.0,0.03,0.49,0.0,11.63,0.0,2.35,1.84,8.9,11.09,0.25,3.36,2.08,1.68,-0.27,6.62,1.15,4.03,5.55
Indonesia,KAB KERINCI,KAB KERINCI,2024-05-01,108.41,-0.34,4.74,109.78,112.29,98.07,109.98,100.69,113.2,99.06,110.29,101.96,108.9,109.01,-0.4,-1.68,0.01,-0.16,0.0,0.0,-0.03,0.0,0.0,0.0,0.3,6.67,8.49,0.86,2.01,2.03,1.45,-0.3,6.62,1.15,2.68,5.73
Indonesia,KAB KERINCI,KAB KERINCI,2024-06-01,107.92,-0.45,4.89,108.66,112.28,97.72,109.98,100.69,113.2,99.06,110.29,101.96,108.9,109.3,-1.02,-0.01,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,7.41,7.87,0.07,1.8,1.21,1.42,-0.3,6.62,1.15,2.48,5.82
Indonesia,KAB KERINCI,KAB KERINCI,2024-07-01,106.85,-0.99,3.46,105.87,113.09,97.58,110.11,100.69,113.22,98.8,110.54,101.96,108.9,109.98,-2.57,0.72,-0.14,0.12,0.0,0.02,-0.26,0.23,0.0,0.0,0.62,3.72,8.65,0.01,1.92,1.21,1.43,-0.56,6.86,1.15,2.48,6.53
Indonesia,KAB KERINCI,KAB KERINCI,2024-08-01,107.43,0.54,3.86,106.93,113.03,98.09,110.08,100.99,113.58,98.8,110.54,102.02,108.9,110.88,1.0,-0.05,0.52,-0.03,0.3,0.32,0.0,0.0,0.06,0.0,0.82,4.69,6.97,0.56,0.85,1.26,1.73,-0.58,13.21,0.06,2.48,6.95
Indonesia,KAB KERINCI,KAB KERINCI,2024-09-01,106.75,-0.63,2.81,105.39,113.12,98.16,110.08,100.99,112.99,98.8,110.54,102.02,108.9,111.16,-1.44,0.08,0.07,0.0,0.0,-0.52,0.0,0.0,0.0,0.0,0.25,2.73,6.17,0.74,-0.08,1.26,0.99,-0.58,12.41,0.06,2.35,6.95
Indonesia,KAB KERINCI,KAB KERINCI,2024-10-01,106.36,-0.37,3.03,104.42,113.15,98.42,110.15,101.01,112.13,98.8,110.54,102.02,109.03,111.97,-0.92,0.03,0.26,0.06,0.02,-0.76,0.0,0.0,0.0,0.12,0.73,3.33,5.72,1.15,-0.12,0.92,0.26,-0.58,12.41,0.06,2.47,7.52
Indonesia,KAB KERINCI,KAB KERINCI,2024-11-01,106.49,0.12,2.28,104.64,113.15,98.44,110.15,101.49,112.13,98.8,110.8,102.02,109.03,112.35,0.21,0.0,0.02,0.0,0.48,0.0,0.0,0.24,0.0,0.0,0.34,1.72,5.28,0.9,0.01,1.4,0.26,-0.83,12.51,0.06,2.47,7.16
Indonesia,KAB KERINCI,KAB KERINCI,2024-12-01,107.27,0.73,2.07,106.49,113.15,98.3,110.15,101.62,112.14,98.8,111.02,102.02,109.03,112.19,1.77,0.0,-0.14,0.0,0.13,0.01,0.0,0.2,0.0,0.0,-0.14,1.33,5.28,0.93,0.15,1.61,0.27,-0.83,12.37,0.06,2.47,6.44
Indonesia,KAB KERINCI,KAB KERINCI,2025-01-01,107.97,0.65,1.24,109.6,113.09,89.68,110.14,102.49,112.53,98.8,111.43,102.02,109.03,112.63,2.92,-0.05,-8.77,-0.01,0.86,0.35,0.0,0.37,0.0,0.0,0.39,0.94,5.2,-8.34,0.02,2.48,0.92,-0.83,12.78,0.06,2.47,5.94
Indonesia,KAB KERINCI,KAB KERINCI,2025-02-01,108.07,0.09,1.73,110.12,113.33,84.47,110.45,102.38,112.99,98.81,111.43,102.02,111.06,113.79,0.47,0.21,-5.81,0.28,-0.11,0.41,0.01,0.0,0.0,1.86,1.03,2.57,5.34,-13.59,0.26,2.07,0.3,-0.82,12.78,0.06,4.38,7.19
Indonesia,KAB KERINCI,KAB KERINCI,2025-03-01,108.79,0.67,0.98,110.47,113.42,90.74,110.5,102.97,113.16,98.81,111.55,102.02,111.1,113.95,0.32,0.08,7.42,0.05,0.58,0.15,0.0,0.11,0.0,0.04,0.14,-0.05,4.4,-7.5,0.31,2.29,0.45,-0.28,12.9,0.06,4.42,6.77
Indonesia,KAB KERINCI,KAB KERINCI,2025-04-01,110.98,2.01,2.02,112.71,113.84,98.3,110.59,103.6,113.66,98.33,119.56,102.02,112.11,118.13,2.03,0.37,8.33,0.08,0.61,0.44,-0.49,7.18,0.0,0.91,3.67,2.26,-0.32,0.24,0.39,2.89,0.41,-0.77,8.41,0.06,2.95,8.7
Indonesia,KAB KERINCI,KAB KERINCI,2025-05-01,109.73,-1.13,1.22,109.97,113.93,98.51,110.74,103.73,112.49,98.81,120.04,102.02,112.11,117.35,-2.43,0.08,0.21,0.14,0.13,-1.03,0.49,0.4,0.0,0.0,-0.66,0.17,1.46,0.45,0.69,3.02,-0.63,-0.25,8.84,0.06,2.95,7.65
Indonesia,KAB KERINCI,KAB KERINCI,2025-06-01,110.48,0.68,2.37,111.59,113.95,98.51,110.74,103.73,112.18,98.81,120.54,102.02,112.11,118.35,1.47,0.02,0.0,0.0,0.0,-0.28,0.0,0.42,0.0,0.0,0.85,2.7,1.49,0.81,0.69,3.02,-0.9,-0.25,9.29,0.06,2.95,8.28
Indonesia,KAB KERINCI,KAB KERINCI,2025-07-01,112.11,1.48,4.92,115.08,114.41,98.6,110.81,103.52,112.59,98.81,120.54,104.54,112.11,118.3,3.13,0.4,0.09,0.06,-0.2,0.37,0.0,0.0,2.47,0.0,-0.04,8.7,1.17,1.05,0.64,2.81,-0.56,0.01,9.05,2.53,2.95,7.57
Indonesia,KAB KERINCI,KAB KERINCI,2025-08-01,112.33,0.2,4.56,115.7,114.17,98.6,111.0,103.52,112.29,98.81,120.39,105.06,112.11,118.07,0.54,-0.21,0.0,0.17,0.0,-0.27,0.0,-0.12,0.5,0.0,-0.19,8.2,1.01,0.52,0.84,2.51,-1.14,0.01,8.91,2.98,2.95,6.48
Indonesia,KAB KERINCI,KAB KERINCI,2025-09-01,113.05,0.64,5.9,116.79,114.18,98.6,111.0,103.52,112.29,98.83,120.39,103.89,113.33,121.03,0.94,0.01,0.0,0.0,0.0,0.0,0.02,0.0,-1.11,1.09,2.51,10.82,0.94,0.45,0.84,2.51,-0.62,0.03,8.91,1.83,4.07,8.88
Indonesia,KAB KERINCI,KAB KERINCI,2025-10-01,113.49,0.39,6.7,117.16,114.18,98.6,111.03,103.52,112.29,98.83,120.6,103.89,113.33,125.49,0.32,0.0,0.0,0.03,0.0,0.0,0.0,0.17,0.0,0.0,3.69,12.2,0.91,0.18,0.8,2.48,0.14,0.03,9.1,1.83,3.94,12.07
Indonesia,KAB KERINCI,KAB KERINCI,2025-11-01,112.52,-0.85,5.66,114.77,114.18,98.6,111.04,103.52,112.29,98.83,120.6,103.89,113.33,126.25,-2.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.61,9.68,0.91,0.16,0.81,2.0,0.14,0.03,8.84,1.83,3.94,12.37
Indonesia,KAB KERINCI,KAB KERINCI,2025-12-01,113.19,0.6,5.52,115.88,114.18,98.7,111.04,103.52,112.84,98.83,120.6,103.89,113.33,128.46,0.97,0.0,0.1,0.0,0.0,0.49,0.0,0.0,0.0,0.0,1.75,8.82,0.91,0.41,0.81,1.87,0.62,0.03,8.63,1.83,3.94,14.5
Indonesia,KAB KERINCI,KAB KERINCI,2026-01-01,111.71,-1.31,3.46,111.86,114.38,98.78,111.04,104.06,112.25,98.73,120.6,103.89,113.33,132.45,-3.47,0.18,0.08,0.0,0.52,-0.52,-0.1,0.0,0.0,0.0,3.11,2.06,1.14,10.15,0.82,1.53,-0.25,-0.07,8.23,1.83,3.94,17.6
Indonesia,KAB KERINCI,KAB KERINCI,2026-02-01,112.91,1.07,4.48,114.26,114.38,99.01,111.08,104.26,111.44,98.73,121.73,103.89,113.38,135.41,2.15,0.0,0.23,0.04,0.19,-0.72,0.0,0.94,0.0,0.04,2.23,3.76,0.93,17.21,0.57,1.84,-1.37,-0.08,9.24,1.83,2.09,19.0
Indonesia,KAB KERINCI,KAB KERINCI,2026-03-01,114.35,1.28,5.11,117.53,114.5,99.0,111.28,104.26,113.0,98.75,121.73,103.89,113.42,133.66,2.86,0.1,-0.01,0.18,0.0,1.4,0.02,0.0,0.0,0.04,-1.29,6.39,0.95,9.1,0.71,1.25,-0.14,-0.06,9.13,1.83,2.09,17.3
Indonesia,KAB KERINCI,KAB KERINCI,2026-04-01,114.13,-0.19,2.84,116.34,114.51,101.32,111.88,104.81,113.85,98.75,122.11,103.89,113.78,132.69,-1.01,0.01,2.34,0.54,0.53,0.75,0.0,0.31,0.0,0.32,-0.73,3.22,0.59,3.07,1.17,1.17,0.17,0.43,2.13,1.83,1.49,12.33
Indonesia,KAB KERINCI,KAB KERINCI,2026-05-01,114.41,0.25,4.27,117.01,114.34,101.46,112.76,104.83,114.05,99.51,122.91,103.89,113.78,130.76,0.58,-0.15,0.14,0.79,0.02,0.18,0.77,0.66,0.0,0.0,-1.45,6.4,0.36,2.99,1.82,1.06,1.39,0.71,2.39,1.83,1.49,11.43
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-01-01,106.44,0.35,4.31,109.07,101.37,101.19,103.25,105.24,110.25,100.74,103.08,100.32,103.86,109.04,0.68,-0.12,0.09,0.02,0.0,-0.04,0.0,0.0,0.0,0.49,-0.05,8.46,1.0,0.42,-0.17,0.55,0.72,0.71,1.74,0.29,1.14,2.93
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-02-01,106.45,0.01,3.5,109.0,101.38,101.74,103.1,105.24,110.24,100.74,103.08,100.32,103.86,109.12,-0.06,0.01,0.54,-0.15,0.0,-0.01,0.0,0.0,0.0,0.0,0.07,6.54,0.8,0.97,-0.14,0.55,0.48,1.09,1.45,0.29,1.14,2.97
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-03-01,106.76,0.29,2.75,109.66,101.38,101.73,102.84,105.24,110.29,100.74,103.08,100.32,104.3,108.94,0.61,0.0,-0.01,-0.25,0.0,0.05,0.0,0.0,0.0,0.42,-0.16,4.98,0.03,0.65,0.08,0.55,0.53,0.36,1.45,0.29,1.57,2.86
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-04-01,107.4,0.6,2.62,110.87,101.05,101.73,102.76,105.32,110.38,100.74,103.08,100.32,105.24,109.6,1.1,-0.33,0.0,-0.08,0.08,0.08,0.0,0.0,0.0,0.9,0.61,4.75,-0.21,0.28,0.42,0.63,0.61,-0.01,-0.07,0.29,2.12,2.59
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-05-01,107.59,0.18,3.37,111.15,101.05,101.63,102.9,105.27,110.38,100.61,103.08,100.32,105.58,110.22,0.25,0.0,-0.1,0.14,-0.05,0.0,-0.13,0.0,0.0,0.32,0.57,6.29,-0.26,0.17,0.53,0.51,0.61,-0.14,-0.07,0.29,2.45,3.17
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-06-01,107.4,-0.18,2.99,110.69,101.05,101.63,103.09,105.26,110.5,100.61,103.08,100.32,105.58,110.21,-0.41,0.0,0.0,0.18,-0.01,0.11,0.0,0.0,0.0,0.0,-0.01,5.45,-0.26,0.2,0.71,0.47,0.72,-0.14,-0.07,0.29,2.45,3.01
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-07-01,106.95,-0.42,2.06,109.67,101.1,101.68,103.09,105.29,110.56,100.65,103.08,100.55,105.58,110.27,-0.92,0.05,0.05,0.0,0.03,0.05,0.04,0.0,0.23,0.0,0.05,3.39,-0.21,0.22,0.71,0.57,0.77,-0.1,-0.07,0.52,2.45,2.84
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-08-01,106.6,-0.33,1.63,108.77,101.09,101.65,103.1,105.23,110.65,100.65,102.98,100.69,105.8,110.84,-0.82,-0.01,-0.03,0.01,-0.06,0.08,0.0,-0.1,0.14,0.21,0.52,2.3,-0.22,0.35,0.75,0.58,0.84,-0.1,-0.16,0.66,2.66,3.37
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-09-01,106.63,0.03,1.83,108.76,101.09,101.66,103.18,105.23,110.65,100.65,102.98,100.69,105.84,111.24,-0.01,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.04,0.36,2.62,-0.22,0.6,0.85,0.57,0.84,-0.1,-0.16,0.66,2.7,3.74
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-10-01,106.74,0.1,1.44,108.94,101.11,101.66,103.19,105.23,110.52,100.65,103.17,100.69,105.85,111.73,0.17,0.02,0.0,0.01,0.0,-0.12,0.0,0.18,0.0,0.01,0.44,1.76,-0.2,0.6,0.65,0.57,0.72,-0.1,0.02,0.37,2.67,4.29
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-11-01,107.23,0.46,1.26,109.92,101.13,101.81,103.16,105.27,110.53,100.65,103.17,100.69,105.87,112.18,0.9,0.02,0.15,-0.03,0.04,0.01,0.0,0.0,0.0,0.02,0.4,1.56,-0.36,0.77,0.25,0.05,0.6,-0.1,0.09,0.37,2.44,3.67
Indonesia,KAB KETAPANG,KAB KETAPANG,2024-12-01,108.06,0.77,1.88,111.69,101.67,101.6,103.08,106.41,110.49,100.48,103.17,100.69,105.87,112.25,1.61,0.53,-0.21,-0.08,1.08,-0.04,-0.17,0.0,0.0,0.0,0.06,3.1,0.18,0.49,-0.15,1.11,0.18,-0.26,0.09,0.37,2.44,2.9
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-01-01,106.73,-1.23,0.27,113.11,101.67,82.37,103.22,106.45,110.5,100.48,103.17,100.69,105.87,112.41,1.27,0.0,-18.93,0.14,0.04,0.01,0.0,0.0,0.0,0.0,0.14,3.7,0.3,-18.6,-0.03,1.15,0.23,-0.26,0.09,0.37,1.94,3.09
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-02-01,106.82,0.08,0.35,113.78,101.67,79.31,103.37,106.53,110.9,100.48,103.17,100.69,105.87,113.34,0.59,0.0,-3.71,0.15,0.08,0.36,0.0,0.0,0.0,0.0,0.83,4.39,0.29,-22.05,0.26,1.23,0.6,-0.26,0.09,0.37,1.94,3.87
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-03-01,108.62,1.69,1.74,113.85,101.22,96.31,103.5,106.7,110.44,100.33,103.17,100.69,105.92,114.1,0.06,-0.44,21.43,0.13,0.16,-0.41,-0.15,0.0,0.0,0.05,0.67,3.82,-0.16,-5.33,0.64,1.39,0.14,-0.41,0.09,0.37,1.55,4.74
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-04-01,109.46,0.77,1.92,114.21,101.22,101.75,103.37,106.73,110.76,99.88,103.17,100.69,106.61,115.17,0.32,0.0,5.65,-0.13,0.03,0.29,-0.45,0.0,0.0,0.65,0.94,3.01,0.17,0.02,0.59,1.34,0.34,-0.85,0.09,0.37,1.3,5.08
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-05-01,109.04,-0.38,1.35,113.26,101.22,101.74,103.34,106.73,110.67,100.24,103.17,100.69,106.61,115.42,-0.83,0.0,-0.01,-0.03,0.0,-0.08,0.36,0.0,0.0,0.0,0.22,1.9,0.17,0.11,0.43,1.39,0.26,-0.37,0.09,0.37,0.98,4.72
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-06-01,109.15,0.1,1.63,113.38,101.32,101.89,103.17,106.99,110.91,100.24,103.17,100.69,106.66,115.71,0.11,0.1,0.15,-0.16,0.24,0.22,0.0,0.0,0.0,0.05,0.25,2.43,0.27,0.26,0.08,1.64,0.37,-0.37,0.09,0.37,1.02,4.99
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-07-01,109.8,0.6,2.66,114.77,101.32,101.93,103.03,107.07,111.19,100.09,102.37,101.55,106.66,115.73,1.23,0.0,0.04,-0.14,0.07,0.25,-0.15,-0.78,0.85,0.0,0.02,4.65,0.22,0.25,-0.06,1.69,0.57,-0.56,-0.69,0.99,1.02,4.95
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-08-01,109.49,-0.28,2.71,114.06,101.29,101.97,102.89,107.29,111.19,100.09,102.37,101.55,106.66,115.89,-0.62,-0.03,0.04,-0.14,0.21,0.0,0.0,0.0,0.0,0.0,0.14,4.86,0.2,0.31,-0.2,1.96,0.49,-0.56,-0.59,0.85,0.81,4.56
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-09-01,109.63,0.13,2.81,114.24,101.29,101.98,102.81,107.37,111.26,100.04,102.37,101.55,106.66,116.91,0.16,0.0,0.01,-0.08,0.07,0.06,-0.05,0.0,0.0,0.0,0.88,5.04,0.2,0.31,-0.36,2.03,0.55,-0.61,-0.59,0.85,0.77,5.1
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-10-01,110.01,0.35,3.06,114.74,101.29,101.96,102.67,107.37,111.19,100.04,102.37,101.55,106.66,119.46,0.44,0.0,-0.02,-0.14,0.0,-0.06,0.0,0.0,0.0,0.0,2.18,5.32,0.18,0.3,-0.5,2.03,0.61,-0.61,-0.78,0.85,0.77,6.92
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-11-01,110.12,0.1,2.7,114.76,101.28,101.96,102.55,107.37,111.47,100.04,102.37,101.55,106.66,120.88,0.02,-0.01,0.0,-0.12,0.0,0.25,0.0,0.0,0.0,0.0,1.19,4.4,0.15,0.15,-0.59,1.99,0.85,-0.61,-0.78,0.85,0.75,7.76
Indonesia,KAB KETAPANG,KAB KETAPANG,2025-12-01,110.49,0.34,2.25,115.44,101.28,101.96,102.57,106.9,111.18,100.04,102.37,101.55,106.66,122.2,0.59,0.0,0.0,0.02,-0.44,-0.26,0.0,0.0,0.0,0.0,1.09,3.36,-0.38,0.35,-0.49,0.46,0.62,-0.44,-0.78,0.85,0.75,8.86
Indonesia,KAB KETAPANG,KAB KETAPANG,2026-01-01,111.16,0.61,4.15,116.58,101.28,102.0,102.57,107.0,111.54,100.04,102.37,101.55,106.66,123.98,0.99,0.0,0.04,0.0,0.09,0.32,0.0,0.0,0.0,0.0,1.46,3.07,-0.38,23.83,-0.63,0.52,0.94,-0.44,-0.78,0.85,0.75,10.29
Indonesia,KAB KETAPANG,KAB KETAPANG,2026-02-01,111.66,0.45,4.53,117.36,101.29,102.2,102.56,107.35,111.49,100.3,102.37,101.55,106.66,125.58,0.67,0.01,0.2,-0.01,0.33,-0.04,0.26,0.0,0.0,0.0,1.29,3.15,-0.37,28.86,-0.78,0.77,0.53,-0.18,-0.78,0.85,0.75,10.8
Indonesia,KAB KETAPANG,KAB KETAPANG,2026-03-01,111.9,0.21,3.02,117.67,101.29,102.69,102.65,107.67,111.65,100.36,102.37,101.55,106.66,125.89,0.26,0.0,0.48,0.09,0.3,0.14,0.06,0.0,0.0,0.0,0.25,3.36,0.07,6.62,-0.82,0.91,1.1,0.03,-0.78,0.85,0.7,10.33
Indonesia,KAB KETAPANG,KAB KETAPANG,2026-04-01,112.71,0.72,2.97,119.34,101.27,102.85,103.55,107.41,112.17,100.5,103.08,101.55,106.71,124.43,1.42,-0.02,0.16,0.88,-0.24,0.47,0.14,0.69,0.0,0.05,-1.16,4.49,0.05,1.08,0.17,0.64,1.27,0.62,-0.09,0.85,0.09,8.04
Indonesia,KAB KETAPANG,KAB KETAPANG,2026-05-01,113.02,0.28,3.65,118.65,101.27,105.62,103.56,107.41,115.89,101.43,103.62,101.55,107.17,123.7,-0.58,0.0,2.69,0.01,0.0,3.32,0.93,0.52,0.0,0.43,-0.59,4.76,0.05,3.81,0.21,0.64,4.72,1.19,0.44,0.85,0.53,7.17
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-01-01,105.03,0.16,2.89,105.66,100.93,104.09,103.64,100.05,112.36,98.9,105.25,100.44,106.45,103.52,0.55,0.09,0.17,-0.13,0.0,0.28,-0.14,-1.64,0.0,0.0,-0.61,5.91,0.13,2.88,4.45,-0.4,2.12,-0.86,1.24,0.0,2.83,-0.34
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-02-01,105.45,0.4,2.79,106.95,100.93,104.17,103.15,99.9,112.3,98.57,106.08,100.44,106.45,103.78,1.22,0.0,0.08,-0.47,-0.15,-0.05,-0.33,0.79,0.0,0.0,0.25,5.64,0.11,2.86,3.77,-0.55,2.06,-0.4,2.99,0.0,2.14,-0.48
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-03-01,106.14,0.65,2.34,108.69,101.04,104.16,103.28,99.9,112.31,98.57,108.83,100.44,106.48,104.36,1.63,0.11,-0.01,0.13,0.0,0.01,0.0,2.59,0.0,0.03,0.56,4.21,0.22,2.67,3.68,-0.55,2.07,-0.4,5.66,0.0,2.17,-0.45
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-04-01,106.77,0.59,2.45,110.22,100.38,104.49,103.73,99.9,112.32,98.57,107.09,100.54,107.06,105.31,1.41,-0.65,0.32,0.44,0.0,0.01,0.0,-1.6,0.1,0.54,0.91,4.09,-0.46,2.87,4.01,-0.55,2.08,-0.23,2.11,0.1,2.73,1.18
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-05-01,106.51,-0.24,2.48,108.67,100.78,104.42,103.73,99.9,112.68,98.57,107.09,100.54,108.56,106.82,-1.41,0.4,-0.07,0.0,0.0,0.32,0.0,0.0,0.0,1.4,1.43,3.33,-0.06,2.79,4.58,-0.11,1.91,-0.28,1.51,0.1,2.51,4.94
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-06-01,106.37,-0.13,2.54,107.99,100.76,104.41,103.73,99.96,113.03,98.57,108.6,100.54,109.07,106.71,-0.63,-0.02,-0.01,0.0,0.06,0.31,0.0,1.41,0.0,0.47,-0.1,3.37,-0.08,3.07,4.14,-0.05,2.21,-0.22,2.25,0.1,2.99,4.22
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-07-01,106.93,0.53,1.77,109.47,100.87,104.41,104.18,99.96,112.75,98.5,111.95,100.54,109.79,106.68,1.37,0.11,0.0,0.43,0.0,-0.25,-0.07,3.08,0.0,0.66,-0.03,3.41,0.03,-0.44,-0.02,-0.09,1.35,-0.29,5.4,0.1,3.14,2.86
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-08-01,106.92,-0.01,1.95,109.06,100.87,104.41,104.18,99.96,112.95,98.36,112.02,100.54,109.79,108.11,-0.37,0.0,0.0,0.0,0.0,0.18,-0.14,0.06,0.0,0.0,1.34,3.59,0.03,-0.44,-0.02,-0.09,1.53,-0.44,5.47,0.1,3.14,4.35
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-09-01,106.98,0.06,1.74,108.99,100.87,104.83,104.18,99.96,112.84,98.36,111.88,100.54,109.87,108.7,-0.06,0.0,0.4,0.0,0.0,-0.1,0.0,-0.12,0.0,0.07,0.55,2.52,0.03,0.55,-0.02,-0.09,1.43,-0.44,5.34,0.1,3.21,4.9
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-10-01,106.8,-0.17,1.66,108.25,100.87,104.87,104.28,99.96,112.83,98.36,111.44,100.54,109.87,109.59,-0.68,0.0,0.04,0.1,0.0,-0.01,0.0,-0.39,0.0,0.0,0.82,2.43,0.03,0.64,0.16,-0.09,0.81,-0.79,4.92,0.1,3.21,5.6
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-11-01,106.9,0.09,2.09,108.2,100.6,104.34,104.95,99.97,112.84,98.43,111.79,100.54,109.87,111.42,-0.05,-0.27,-0.51,0.64,0.01,0.01,0.07,0.31,0.0,0.0,1.67,3.37,-0.24,0.44,1.16,-0.08,0.82,-0.72,4.59,0.1,3.21,6.88
Indonesia,KAB KOLAKA,KAB KOLAKA,2024-12-01,106.95,0.05,1.99,108.36,100.69,104.34,104.63,99.98,112.83,98.43,111.66,100.54,109.87,111.59,0.15,0.09,0.0,-0.3,0.01,-0.01,0.0,-0.12,0.0,0.0,0.15,3.12,-0.15,0.41,0.83,-0.07,0.7,-0.62,4.35,0.1,3.21,7.13
Indonesia,KAB KOLAKA,KAB KOLAKA,2025-01-01,105.53,-1.33,0.48,110.3,100.69,84.83,104.66,99.98,113.45,98.43,111.31,101.65,110.01,111.93,1.79,0.0,-18.7,0.03,0.0,0.55,0.0,-0.31,1.1,0.13,0.3,4.39,-0.24,-18.5,0.98,-0.07,0.97,-0.48,5.76,1.2,3.34,8.12
Indonesia,KAB KOLAKA,KAB KOLAKA,2025-02-01,105.62,0.09,0.16,112.05,100.69,78.05,104.59,99.98,113.31,99.9,112.13,101.68,110.06,113.88,1.59,0.0,-7.99,-0.07,0.0,-0.12,1.49,0.74,0.03,0.05,1.74,4.77,-0.24,-25.07,1.4,0.08,0.9,1.35,5.7,1.23,3.39,9.73
Indonesia,KAB KOLAKA,KAB KOLAKA,2025-03-01,108.21,2.45,1.95,114.18,100.69,93.63,104.7,99.92,112.85,99.9,112.15,101.68,110.29,115.53,1.9,0.0,19.96,0.11,-0.06,-0.41,0.0,0.02,0.0,0.21,1.45,5.05,-0.35,-10.11,1.37,0.02,0.48,1.35,3.05,1.23,3.58,10.7
Indonesia,KAB KOLAKA,KAB KOLAKA,2025-04-01,110.32,1.95,3.32,115.35,100.74,104.91,105.08,99.92,113.24,99.63,112.64,101.68,110.58,119.72,1.02,0.05,12.05,0.36,0.0,0.35,-0.27,0.44,0.0,0.26,3.63,4.65,0.36,0.4,1.3,0.02,0.82,1.08,5.18,1.13,3.29,13.68
Indonesia,KAB KOLAKA,KAB KOLAKA,2025-05-01,109.86,-0.42,3.15,113.63,101.15,104.86,105.11,99.92,113.22,99.9,112.64,101.68,110.71,120.76,-1.49,0.41,-0.05,0.03,0.0,-0.02,0.27,0.0,0.0,0.12,0.87,4.56,0.37,0.42,1.33,0.02,0.48,1.35,5.18,1.13,1.98,13.05
